DATEenvoi;cardkey;Lot;Typquest;Satisfaction;Recommandation;Detracteur;Neutre;Promoteur;week;CA
2018-02;252;1;3;1;9;0;0;1;04/02/2018;117.2584644
2018-02;45;1;1;2;10;0;0;1;04/02/2018;122.2357469
2018-02;263;1;2;1;10;0;0;1;04/02/2018;112.4941728
2018-02;189;1;2;1;8;0;1;0;04/02/2018;104.5302789
2018-02;39;3;5;2;9;0;0;1;04/02/2018;141.0271402
2018-02;416;2;1;3;5;1;0;0;04/02/2018;65.91096713
2018-02;456;1;4;2;9;0;0;1;04/02/2018;114.7495233
2018-02;344;3;5;1;8;0;1;0;04/02/2018;106.8953543
2018-02;165;1;4;1;10;0;0;1;04/02/2018;134.1577862
2018-02;150;3;5;2;10;0;0;1;04/02/2018;155.3444824
2018-02;331;1;4;2;8;0;1;0;04/02/2018;96.16136108
2018-02;381;2;1;1;8;0;1;0;04/02/2018;91.93058517
2018-02;456;3;5;2;7;0;1;0;04/02/2018;105.9637623
2018-02;287;3;5;1;10;0;0;1;04/02/2018;150.8749176
2018-02;365;3;5;1;9;0;0;1;04/02/2018;116.250682
2018-02;157;2;1;4;1;1;0;0;04/02/2018;56.74306947
2018-02;34;3;5;1;9;0;0;1;04/02/2018;149.9333008
2018-02;416;1;2;2;7;0;1;0;04/02/2018;91.04085478
2018-02;226;2;1;1;10;0;0;1;04/02/2018;166.9667469
2018-02;489;3;5;2;9;0;0;1;04/02/2018;145.5364654
2018-02;345;1;1;2;10;0;0;1;04/02/2018;121.1717772
2018-02;419;2;1;1;8;0;1;0;04/02/2018;105.6505351
2018-02;286;1;4;2;10;0;0;1;04/02/2018;134.9165006
2018-02;282;1;1;1;8;0;1;0;04/02/2018;92.71983321
2018-02;57;1;4;1;10;0;0;1;04/02/2018;156.7591631
2018-02;66;1;1;2;8;0;1;0;04/02/2018;92.06767366
2018-02;151;2;1;1;8;0;1;0;04/02/2018;89.86073478
2018-02;435;1;4;1;7;0;1;0;04/02/2018;107.0561541
2018-02;309;2;1;2;8;0;1;0;04/02/2018;94.66918812
2018-02;305;2;1;1;9;0;0;1;04/02/2018;143.3503303
2018-02;331;1;3;1;10;0;0;1;04/02/2018;139.8144068
2018-02;31;1;3;2;9;0;0;1;04/02/2018;165.261308
2018-02;456;2;1;1;10;0;0;1;04/02/2018;115.6924154
2018-02;58;2;1;2;7;0;1;0;04/02/2018;103.5357229
2018-02;213;2;1;1;10;0;0;1;04/02/2018;124.0655387
2018-02;97;1;4;1;7;0;1;0;04/02/2018;99.67972156
2018-02;356;3;5;2;8;0;1;0;04/02/2018;97.89680252
2018-02;127;2;1;2;7;0;1;0;04/02/2018;91.17960067
2018-02;14;2;1;4;2;1;0;0;04/02/2018;36.15185867
2018-02;163;3;5;1;8;0;1;0;04/02/2018;94.58294344
2018-02;226;2;1;1;10;0;0;1;04/02/2018;146.8622621
2018-02;15;3;5;2;6;1;0;0;04/02/2018;83.67073008
2018-02;465;2;1;2;8;0;1;0;04/02/2018;104.188025
2018-02;177;3;5;4;3;1;0;0;04/02/2018;76.10865455
2018-02;4;3;5;1;9;0;0;1;04/02/2018;118.0238322
2018-02;256;1;1;4;3;1;0;0;04/02/2018;78.5243075
2018-02;220;1;1;1;7;0;1;0;04/02/2018;100.7252265
2018-02;173;3;5;2;6;1;0;0;04/02/2018;39.4817067
2018-02;421;3;5;1;8;0;1;0;04/02/2018;101.1852171
2018-02;133;2;1;1;7;0;1;0;04/02/2018;106.4532664
2018-02;413;3;5;2;10;0;0;1;04/02/2018;120.4911364
2018-02;401;3;5;1;7;0;1;0;04/02/2018;110.1427792
2018-02;97;1;4;2;8;0;1;0;04/02/2018;96.99650505
2018-02;33;2;1;3;4;1;0;0;04/02/2018;44.47052757
2018-02;328;2;1;2;7;0;1;0;04/02/2018;103.5704087
2018-02;445;3;5;1;7;0;1;0;04/02/2018;93.38027438
2018-02;27;1;1;1;9;0;0;1;04/02/2018;147.1915453
2018-02;436;2;1;1;7;0;1;0;04/02/2018;90.15782671
2018-02;222;3;5;2;10;0;0;1;04/02/2018;142.1515065
2018-02;225;1;3;4;1;1;0;0;04/02/2018;75.25295809
2018-02;243;3;5;2;9;0;0;1;04/02/2018;132.013739
2018-02;13;1;3;2;9;0;0;1;04/02/2018;163.4563889
2018-02;194;3;5;2;8;0;1;0;04/02/2018;94.44783613
2018-02;125;3;5;2;8;0;1;0;04/02/2018;96.95815791
2018-02;445;2;1;4;1;1;0;0;04/02/2018;76.68854527
2018-02;493;3;5;2;6;1;0;0;04/02/2018;84.08479591
2018-02;126;1;4;2;9;0;0;1;04/02/2018;160.1324144
2018-02;332;1;2;2;7;0;1;0;04/02/2018;100.7762992
2018-02;343;2;1;1;7;0;1;0;04/02/2018;98.16537092
2018-02;77;2;1;1;10;0;0;1;04/02/2018;154.9801736
2018-02;499;3;5;2;10;0;0;1;04/02/2018;131.0292677
2018-02;429;2;1;3;5;1;0;0;04/02/2018;81.85520547
2018-02;498;1;3;1;9;0;0;1;04/02/2018;107.0303183
2018-02;67;3;5;2;7;0;1;0;04/02/2018;95.59660581
2018-02;367;3;5;2;9;0;0;1;04/02/2018;135.7849868
2018-02;132;1;4;4;4;1;0;0;04/02/2018;51.74264482
2018-02;84;2;1;2;7;0;1;0;04/02/2018;107.7001399
2018-02;498;3;5;2;8;0;1;0;04/02/2018;94.66983941
2018-02;278;3;5;2;6;1;0;0;04/02/2018;64.36456689
2018-02;396;2;1;2;9;0;0;1;04/02/2018;168.5616932
2018-02;431;2;1;2;7;0;1;0;04/02/2018;106.1998157
2018-02;192;1;1;2;8;0;1;0;04/02/2018;89.92434649
2018-02;466;1;2;1;10;0;0;1;04/02/2018;121.8827513
2018-02;96;2;1;2;7;0;1;0;04/02/2018;97.47136318
2018-02;29;1;1;3;3;1;0;0;04/02/2018;88.53845381
2018-02;310;2;1;1;10;0;0;1;04/02/2018;160.2850618
2018-02;480;2;1;2;8;0;1;0;04/02/2018;96.87154038
2018-02;198;2;1;2;7;0;1;0;04/02/2018;89.81975533
2018-02;91;2;1;2;10;0;0;1;04/02/2018;146.072449
2018-02;241;3;5;4;2;1;0;0;04/02/2018;85.83929846
2018-02;416;2;1;1;7;0;1;0;04/02/2018;98.17743808
2018-02;484;1;3;1;8;0;1;0;04/02/2018;105.9945553
2018-02;470;2;1;2;8;0;1;0;04/02/2018;98.3814043
2018-02;371;2;1;1;10;0;0;1;04/02/2018;125.8014228
2018-02;359;1;4;4;1;1;0;0;04/02/2018;35.86140263
2018-02;6;1;3;2;7;0;1;0;04/02/2018;93.30601635
2018-02;399;2;1;4;3;1;0;0;04/02/2018;86.94342425
2018-02;224;1;1;2;8;0;1;0;04/02/2018;97.30585393
2018-02;299;2;1;1;9;0;0;1;11/02/2018;148.5611871
2018-02;178;2;1;2;8;0;1;0;11/02/2018;90.74426851
2018-02;260;2;1;1;9;0;0;1;11/02/2018;110.1015137
2018-02;241;2;1;2;7;0;1;0;11/02/2018;105.1120737
2018-02;8;2;1;1;7;0;1;0;11/02/2018;95.44150768
2018-02;243;1;2;3;2;1;0;0;11/02/2018;68.87685001
2018-02;6;1;4;3;4;1;0;0;11/02/2018;74.06909666
2018-02;265;2;1;2;10;0;0;1;11/02/2018;135.4686577
2018-02;37;2;1;2;7;0;1;0;11/02/2018;108.8312672
2018-02;261;1;3;1;9;0;0;1;11/02/2018;122.6863466
2018-02;499;3;5;1;8;0;1;0;11/02/2018;100.7619424
2018-02;488;2;1;2;8;0;1;0;11/02/2018;96.80064633
2018-02;293;2;1;1;10;0;0;1;11/02/2018;124.5407596
2018-02;298;2;1;1;9;0;0;1;11/02/2018;129.2113615
2018-02;151;1;3;2;9;0;0;1;11/02/2018;127.598991
2018-02;446;1;3;1;8;0;1;0;11/02/2018;103.6203367
2018-02;490;3;5;4;3;1;0;0;11/02/2018;58.83719512
2018-02;305;1;2;2;8;0;1;0;11/02/2018;90.55067903
2018-02;9;2;1;2;7;0;1;0;11/02/2018;94.40123791
2018-02;93;3;5;1;7;0;1;0;11/02/2018;107.6001014
2018-02;46;1;3;1;8;0;1;0;11/02/2018;92.97869653
2018-02;463;2;1;1;9;0;0;1;11/02/2018;146.6245074
2018-02;90;2;1;1;9;0;0;1;11/02/2018;109.8843396
2018-02;377;2;1;1;9;0;0;1;11/02/2018;161.9635456
2018-02;418;1;3;2;8;0;1;0;11/02/2018;100.3409629
2018-02;85;1;3;2;10;0;0;1;11/02/2018;148.3358623
2018-02;117;2;1;2;7;0;1;0;11/02/2018;102.2549433
2018-02;416;2;1;2;7;0;1;0;11/02/2018;104.4530646
2018-02;368;1;1;1;7;0;1;0;11/02/2018;99.70636875
2018-02;47;1;2;2;7;0;1;0;11/02/2018;105.3114679
2018-02;254;3;5;4;2;1;0;0;11/02/2018;57.37495794
2018-02;243;1;1;2;9;0;0;1;11/02/2018;152.1458099
2018-02;162;3;5;3;2;1;0;0;11/02/2018;69.05456753
2018-02;463;1;2;1;9;0;0;1;11/02/2018;117.5643384
2018-02;169;3;5;1;10;0;0;1;11/02/2018;149.1174769
2018-02;364;1;2;1;9;0;0;1;11/02/2018;128.1943799
2018-02;170;3;5;1;9;0;0;1;11/02/2018;112.4045139
2018-02;8;3;5;2;10;0;0;1;11/02/2018;125.2740296
2018-02;89;2;1;1;10;0;0;1;11/02/2018;144.7819923
2018-02;354;3;5;2;8;0;1;0;11/02/2018;101.6204889
2018-02;463;1;2;4;2;1;0;0;11/02/2018;57.45405732
2018-02;181;2;1;2;10;0;0;1;11/02/2018;132.7785269
2018-02;264;2;1;1;9;0;0;1;11/02/2018;135.4862936
2018-02;365;3;5;2;6;1;0;0;11/02/2018;64.09641522
2018-02;89;1;3;1;10;0;0;1;11/02/2018;151.0975678
2018-02;245;3;5;2;9;0;0;1;11/02/2018;137.6904345
2018-02;248;3;5;1;7;0;1;0;11/02/2018;106.0954928
2018-02;39;3;5;1;10;0;0;1;11/02/2018;132.4078511
2018-02;69;2;1;2;8;0;1;0;11/02/2018;92.25158027
2018-02;450;2;1;4;2;1;0;0;11/02/2018;73.33727572
2018-02;81;2;1;4;4;1;0;0;11/02/2018;79.62001008
2018-02;203;2;1;1;9;0;0;1;11/02/2018;141.3175981
2018-02;214;3;5;4;2;1;0;0;11/02/2018;79.86441133
2018-02;381;2;1;2;10;0;0;1;11/02/2018;141.8379067
2018-02;411;2;1;2;7;0;1;0;11/02/2018;94.48672502
2018-02;457;1;3;2;10;0;0;1;11/02/2018;156.9630568
2018-02;364;2;1;1;7;0;1;0;11/02/2018;109.7950081
2018-02;302;3;5;4;2;1;0;0;11/02/2018;63.14384418
2018-02;87;1;1;1;7;0;1;0;11/02/2018;110.0349512
2018-02;423;1;1;2;9;0;0;1;11/02/2018;132.5813152
2018-02;135;1;2;2;7;0;1;0;11/02/2018;91.29385896
2018-02;461;1;4;2;6;1;0;0;11/02/2018;72.06215213
2018-02;489;3;5;2;10;0;0;1;11/02/2018;116.2497687
2018-02;497;2;1;1;8;0;1;0;11/02/2018;91.02645324
2018-02;41;3;5;2;9;0;0;1;11/02/2018;142.1595855
2018-02;394;3;5;1;8;0;1;0;11/02/2018;92.36573117
2018-02;457;2;1;1;7;0;1;0;11/02/2018;105.0752918
2018-02;461;3;5;1;8;0;1;0;11/02/2018;90.5301534
2018-02;403;1;4;3;6;1;0;0;11/02/2018;49.17358569
2018-02;31;2;1;1;8;0;1;0;11/02/2018;106.4665059
2018-02;373;2;1;1;10;0;0;1;11/02/2018;121.0616644
2018-02;242;2;1;1;7;0;1;0;11/02/2018;104.3792777
2018-02;268;2;1;1;10;0;0;1;11/02/2018;154.3573629
2018-02;390;1;4;2;8;0;1;0;11/02/2018;104.1468204
2018-02;161;2;1;1;10;0;0;1;11/02/2018;138.8816437
2018-02;228;2;1;2;5;1;0;0;11/02/2018;89.14303104
2018-02;96;1;2;1;9;0;0;1;11/02/2018;136.0370389
2018-02;320;1;4;1;9;0;0;1;11/02/2018;138.6378205
2018-02;259;3;5;2;9;0;0;1;11/02/2018;157.7009137
2018-02;127;3;5;1;10;0;0;1;11/02/2018;135.3459384
2018-02;474;1;3;1;8;0;1;0;11/02/2018;107.8947482
2018-02;108;2;1;1;7;0;1;0;11/02/2018;90.49222959
2018-02;435;1;1;1;8;0;1;0;11/02/2018;95.19407097
2018-02;304;1;3;4;2;1;0;0;11/02/2018;45.95626817
2018-02;101;3;5;1;7;0;1;0;11/02/2018;100.6187041
2018-02;85;2;1;2;8;0;1;0;11/02/2018;103.3022139
2018-02;349;1;1;1;7;0;1;0;11/02/2018;104.3121282
2018-02;295;1;3;1;7;0;1;0;11/02/2018;106.2707708
2018-02;228;2;1;1;9;0;0;1;11/02/2018;143.6123261
2018-02;298;2;1;2;9;0;0;1;11/02/2018;115.9381412
2018-02;230;1;3;1;10;0;0;1;11/02/2018;134.3835163
2018-02;226;1;2;1;7;0;1;0;11/02/2018;96.36936574
2018-02;169;1;3;3;2;1;0;0;11/02/2018;60.47997267
2018-02;218;1;4;2;9;0;0;1;11/02/2018;123.3545379
2018-02;51;3;5;2;10;0;0;1;11/02/2018;109.3188426
2018-02;368;1;4;1;7;0;1;0;11/02/2018;108.8896208
2018-02;158;3;5;1;10;0;0;1;11/02/2018;102.1389298
2018-02;237;2;1;1;7;0;1;0;11/02/2018;104.8183682
2018-02;112;1;3;3;5;1;0;0;11/02/2018;62.97754521
2018-02;187;1;2;2;8;0;1;0;11/02/2018;93.9846256
2018-02;446;3;5;1;9;0;0;1;11/02/2018;132.9971362
2018-02;137;1;2;1;7;0;1;0;11/02/2018;90.89545606
2018-02;287;3;5;2;9;0;0;1;11/02/2018;112.8233882
2018-02;489;2;1;1;8;0;1;0;11/02/2018;101.2468714
2018-02;168;1;4;2;7;0;1;0;11/02/2018;109.386543
2018-02;357;2;1;2;9;0;0;1;11/02/2018;146.5774626
2018-02;480;3;5;3;3;1;0;0;11/02/2018;48.66174376
2018-02;78;1;3;4;4;1;0;0;11/02/2018;45.33782282
2018-02;302;2;1;2;9;0;0;1;11/02/2018;139.8560583
2018-02;419;1;2;2;8;0;1;0;11/02/2018;105.6024314
2018-02;266;1;4;1;7;0;1;0;11/02/2018;97.34657889
2018-02;82;3;5;3;5;1;0;0;11/02/2018;77.65700888
2018-02;118;2;1;1;10;0;0;1;11/02/2018;156.635356
2018-02;420;1;1;1;10;0;0;1;11/02/2018;136.5162114
2018-02;11;1;3;2;7;0;1;0;11/02/2018;93.10814442
2018-02;93;2;1;1;8;0;1;0;11/02/2018;99.2633011
2018-02;466;1;2;1;7;0;1;0;11/02/2018;106.2092445
2018-02;441;2;1;2;7;0;1;0;11/02/2018;97.89790057
2018-02;308;2;1;1;9;0;0;1;11/02/2018;122.5996751
2018-02;445;2;1;4;4;1;0;0;11/02/2018;52.23134525
2018-02;311;1;2;1;10;0;0;1;11/02/2018;168.0114485
2018-02;130;2;1;2;8;0;1;0;11/02/2018;105.1707739
2018-02;161;3;5;2;8;0;1;0;11/02/2018;90.08260853
2018-02;456;2;1;2;5;1;0;0;11/02/2018;64.26457014
2018-02;40;3;5;2;7;0;1;0;11/02/2018;93.81541746
2018-02;167;3;5;2;8;0;1;0;18/02/2018;93.81292315
2018-02;108;3;5;2;8;0;1;0;18/02/2018;90.92656144
2018-02;94;2;1;3;1;1;0;0;18/02/2018;51.21696813
2018-02;434;2;1;4;1;1;0;0;18/02/2018;73.95783524
2018-02;57;3;5;1;10;0;0;1;18/02/2018;129.5206077
2018-02;87;2;1;1;7;0;1;0;18/02/2018;109.9529406
2018-02;264;1;4;2;9;0;0;1;18/02/2018;143.5406651
2018-02;406;2;1;1;9;0;0;1;18/02/2018;125.9281733
2018-02;63;1;3;1;10;0;0;1;18/02/2018;119.1907949
2018-02;175;1;2;2;9;0;0;1;18/02/2018;149.5470711
2018-02;353;3;5;1;8;0;1;0;18/02/2018;101.4612618
2018-02;24;1;3;1;9;0;0;1;18/02/2018;150.0121246
2018-02;190;1;1;2;10;0;0;1;18/02/2018;138.2674017
2018-02;57;2;1;1;7;0;1;0;18/02/2018;108.9643409
2018-02;224;3;5;2;9;0;0;1;18/02/2018;154.8618693
2018-02;37;3;5;1;7;0;1;0;18/02/2018;99.11432287
2018-02;308;3;5;2;9;0;0;1;18/02/2018;107.0873227
2018-02;154;1;4;2;7;0;1;0;18/02/2018;94.00950533
2018-02;221;1;3;3;4;1;0;0;18/02/2018;49.79633743
2018-02;24;1;1;4;4;1;0;0;18/02/2018;86.87193909
2018-02;443;3;5;2;10;0;0;1;18/02/2018;123.4689261
2018-02;285;2;1;1;10;0;0;1;18/02/2018;118.6616212
2018-02;290;2;1;2;9;0;0;1;18/02/2018;114.0357094
2018-02;79;1;3;2;9;0;0;1;18/02/2018;146.163272
2018-02;428;2;1;1;7;0;1;0;18/02/2018;94.82420385
2018-02;459;1;3;2;9;0;0;1;18/02/2018;109.8406322
2018-02;406;2;1;1;10;0;0;1;18/02/2018;155.590051
2018-02;473;3;5;2;5;1;0;0;18/02/2018;53.5266959
2018-02;49;3;5;2;10;0;0;1;18/02/2018;124.0013857
2018-02;199;2;1;1;7;0;1;0;18/02/2018;91.18589912
2018-02;166;2;1;4;1;1;0;0;18/02/2018;32.63420311
2018-02;162;2;1;2;8;0;1;0;18/02/2018;108.3486508
2018-02;494;3;5;1;9;0;0;1;18/02/2018;154.6609787
2018-02;51;3;5;2;8;0;1;0;18/02/2018;95.13727304
2018-02;86;1;3;1;9;0;0;1;18/02/2018;157.5515184
2018-02;282;1;4;2;9;0;0;1;18/02/2018;147.6673453
2018-02;11;1;4;2;9;0;0;1;18/02/2018;134.2913748
2018-02;328;2;1;1;7;0;1;0;18/02/2018;90.5692372
2018-02;349;3;5;1;7;0;1;0;18/02/2018;91.22883366
2018-02;94;1;2;1;7;0;1;0;18/02/2018;100.0303525
2018-02;282;1;2;1;7;0;1;0;18/02/2018;107.8490163
2018-02;141;2;1;1;9;0;0;1;18/02/2018;147.6939917
2018-02;241;3;5;2;9;0;0;1;18/02/2018;149.0402951
2018-02;289;2;1;2;8;0;1;0;18/02/2018;93.3537836
2018-02;54;1;1;1;8;0;1;0;18/02/2018;92.82969829
2018-02;38;2;1;2;9;0;0;1;18/02/2018;147.917849
2018-02;96;1;2;1;10;0;0;1;18/02/2018;110.242197
2018-02;418;3;5;1;7;0;1;0;18/02/2018;90.39265558
2018-02;221;2;1;2;10;0;0;1;18/02/2018;122.7196239
2018-02;180;2;1;1;9;0;0;1;18/02/2018;147.3106116
2018-02;303;3;5;1;7;0;1;0;18/02/2018;95.68493928
2018-02;210;3;5;2;8;0;1;0;18/02/2018;106.5695596
2018-02;266;3;5;3;5;1;0;0;18/02/2018;68.5242907
2018-02;416;3;5;3;6;1;0;0;18/02/2018;43.14460943
2018-02;290;3;5;1;7;0;1;0;18/02/2018;96.82832594
2018-02;212;1;2;2;8;0;1;0;18/02/2018;89.98708646
2018-02;377;3;5;1;10;0;0;1;18/02/2018;151.1902194
2018-02;289;2;1;1;7;0;1;0;18/02/2018;103.7655765
2018-02;274;2;1;2;8;0;1;0;18/02/2018;90.92857151
2018-02;286;3;5;1;7;0;1;0;18/02/2018;97.44084188
2018-02;50;3;5;1;8;0;1;0;18/02/2018;95.96334866
2018-02;455;2;1;1;8;0;1;0;18/02/2018;104.0808347
2018-02;341;1;4;1;7;0;1;0;18/02/2018;105.2996469
2018-02;32;1;2;2;8;0;1;0;18/02/2018;89.94786882
2018-02;252;2;1;3;2;1;0;0;18/02/2018;54.26555284
2018-02;451;1;3;3;2;1;0;0;18/02/2018;62.72886344
2018-02;162;1;3;1;10;0;0;1;18/02/2018;108.7994458
2018-02;293;1;3;2;8;0;1;0;18/02/2018;96.53310624
2018-02;192;2;1;2;6;1;0;0;18/02/2018;66.90932449
2018-02;242;2;1;2;7;0;1;0;18/02/2018;97.23689064
2018-02;258;2;1;1;10;0;0;1;18/02/2018;131.8753046
2018-02;468;3;5;2;8;0;1;0;18/02/2018;109.198441
2018-02;307;1;1;1;8;0;1;0;18/02/2018;90.39515145
2018-02;41;1;2;4;2;1;0;0;18/02/2018;43.9032065
2018-02;173;2;1;1;9;0;0;1;18/02/2018;123.0005657
2018-02;223;2;1;1;8;0;1;0;18/02/2018;89.92338913
2018-02;303;1;4;1;10;0;0;1;18/02/2018;128.8752289
2018-02;220;2;1;2;8;0;1;0;18/02/2018;97.72423668
2018-02;136;3;5;1;8;0;1;0;18/02/2018;102.6642097
2018-02;309;2;1;2;8;0;1;0;18/02/2018;108.834457
2018-02;227;1;2;1;8;0;1;0;18/02/2018;90.05729272
2018-02;497;2;1;1;7;0;1;0;18/02/2018;106.8721805
2018-02;389;2;1;4;4;1;0;0;18/02/2018;74.02652818
2018-02;351;2;1;1;8;0;1;0;18/02/2018;96.75090884
2018-02;258;1;2;2;8;0;1;0;18/02/2018;108.2176499
2018-02;337;2;1;3;4;1;0;0;18/02/2018;43.41868301
2018-02;211;3;5;2;7;0;1;0;18/02/2018;90.98403324
2018-02;489;2;1;1;10;0;0;1;18/02/2018;144.1383273
2018-02;295;1;4;3;1;1;0;0;18/02/2018;61.14334658
2018-02;6;2;1;1;7;0;1;0;18/02/2018;90.56600913
2018-02;414;3;5;1;7;0;1;0;18/02/2018;102.3167557
2018-02;362;2;1;1;9;0;0;1;18/02/2018;164.3696272
2018-02;125;2;1;3;4;1;0;0;18/02/2018;90.26917576
2018-02;148;1;2;2;10;0;0;1;18/02/2018;147.1602917
2018-02;324;3;5;1;10;0;0;1;18/02/2018;127.2949514
2018-02;327;2;1;2;7;0;1;0;18/02/2018;96.59446562
2018-02;495;3;5;1;7;0;1;0;18/02/2018;105.6970265
2018-02;68;3;5;1;7;0;1;0;18/02/2018;101.6968372
2018-02;22;1;3;2;7;0;1;0;18/02/2018;106.6559923
2018-02;115;1;3;2;8;0;1;0;18/02/2018;110.1357225
2018-02;169;1;3;2;8;0;1;0;18/02/2018;100.2494774
2018-02;314;2;1;1;9;0;0;1;18/02/2018;124.9170552
2018-02;201;1;4;1;10;0;0;1;18/02/2018;133.6678002
2018-02;96;3;5;1;9;0;0;1;18/02/2018;126.5168672
2018-02;348;2;1;2;6;1;0;0;18/02/2018;61.7612149
2018-02;393;1;3;4;1;1;0;0;18/02/2018;93.59068244
2018-02;76;2;1;2;10;0;0;1;18/02/2018;122.901066
2018-02;168;1;4;2;7;0;1;0;18/02/2018;95.71704224
2018-02;307;1;1;1;9;0;0;1;18/02/2018;131.9194005
2018-02;177;1;2;1;9;0;0;1;18/02/2018;107.8845884
2018-02;375;2;1;1;7;0;1;0;18/02/2018;97.26029136
2018-02;161;1;3;2;10;0;0;1;18/02/2018;124.0699807
2018-02;212;1;3;3;6;1;0;0;18/02/2018;76.35633453
2018-02;391;2;1;2;9;0;0;1;18/02/2018;136.1683135
2018-02;266;1;4;1;9;0;0;1;18/02/2018;144.7024506
2018-02;87;2;1;1;7;0;1;0;18/02/2018;101.488765
2018-02;421;1;4;2;8;0;1;0;18/02/2018;95.32331267
2018-02;321;2;1;1;7;0;1;0;18/02/2018;97.66955097
2018-02;261;3;5;1;9;0;0;1;18/02/2018;134.4612116
2018-02;277;2;1;1;10;0;0;1;18/02/2018;147.0810227
2018-02;44;1;1;2;8;0;1;0;18/02/2018;101.8529243
2018-02;459;3;5;2;8;0;1;0;18/02/2018;91.42780403
2018-02;192;2;1;1;9;0;0;1;18/02/2018;122.504261
2018-02;33;1;2;4;3;1;0;0;18/02/2018;54.4623107
2018-02;13;2;1;1;7;0;1;0;18/02/2018;101.7902148
2018-02;24;3;5;2;8;0;1;0;25/02/2018;108.7229201
2018-02;170;1;3;1;9;0;0;1;25/02/2018;130.6431715
2018-02;383;1;1;2;8;0;1;0;25/02/2018;91.41548808
2018-02;160;2;1;3;4;1;0;0;25/02/2018;38.09564941
2018-02;81;1;2;3;1;1;0;0;25/02/2018;85.12842343
2018-02;156;3;5;4;3;1;0;0;25/02/2018;55.40061691
2018-02;227;1;1;2;5;1;0;0;25/02/2018;55.78859875
2018-02;184;3;5;2;10;0;0;1;25/02/2018;136.7862433
2018-02;281;2;1;2;10;0;0;1;25/02/2018;127.8794054
2018-02;366;1;4;1;8;0;1;0;25/02/2018;103.2687954
2018-02;152;1;2;4;3;1;0;0;25/02/2018;67.4217907
2018-02;249;3;5;1;9;0;0;1;25/02/2018;156.2963534
2018-02;252;3;5;2;10;0;0;1;25/02/2018;144.5479247
2018-02;131;2;1;4;2;1;0;0;25/02/2018;75.58541407
2018-02;497;3;5;4;3;1;0;0;25/02/2018;76.24452599
2018-02;425;2;1;2;7;0;1;0;25/02/2018;109.7565547
2018-02;435;2;1;1;8;0;1;0;25/02/2018;101.4336072
2018-02;278;3;5;2;9;0;0;1;25/02/2018;118.6437658
2018-02;97;3;5;1;7;0;1;0;25/02/2018;100.441877
2018-02;487;2;1;2;10;0;0;1;25/02/2018;133.6028045
2018-02;70;2;1;1;7;0;1;0;25/02/2018;99.63393026
2018-02;437;3;5;1;8;0;1;0;25/02/2018;104.9373293
2018-02;292;3;5;3;1;1;0;0;25/02/2018;91.97002485
2018-02;328;3;5;2;10;0;0;1;25/02/2018;115.5289807
2018-02;145;2;1;2;9;0;0;1;25/02/2018;141.0091647
2018-02;392;2;1;1;10;0;0;1;25/02/2018;137.0461905
2018-02;450;2;1;2;7;0;1;0;25/02/2018;107.390493
2018-02;319;1;3;1;7;0;1;0;25/02/2018;105.809742
2018-02;358;3;5;2;10;0;0;1;25/02/2018;147.5760087
2018-02;420;2;1;2;10;0;0;1;25/02/2018;121.1677588
2018-02;438;2;1;2;7;0;1;0;25/02/2018;108.2212955
2018-02;248;3;5;4;1;1;0;0;25/02/2018;87.91258679
2018-02;271;3;5;2;5;1;0;0;25/02/2018;50.39005695
2018-02;433;2;1;1;8;0;1;0;25/02/2018;106.5293792
2018-02;50;2;1;2;8;0;1;0;25/02/2018;92.16703706
2018-02;90;1;3;3;1;1;0;0;25/02/2018;37.0320757
2018-02;123;3;5;2;10;0;0;1;25/02/2018;118.9706371
2018-02;442;3;5;2;10;0;0;1;25/02/2018;134.7155337
2018-02;304;3;5;1;10;0;0;1;25/02/2018;106.6125545
2018-02;245;1;4;2;9;0;0;1;25/02/2018;135.1291146
2018-02;216;1;4;3;1;1;0;0;25/02/2018;56.07645474
2018-02;111;1;2;2;8;0;1;0;25/02/2018;98.39149229
2018-02;459;2;1;2;10;0;0;1;25/02/2018;135.9685632
2018-02;28;1;2;4;2;1;0;0;25/02/2018;82.23685798
2018-02;103;3;5;1;10;0;0;1;25/02/2018;124.6495644
2018-02;439;2;1;1;7;0;1;0;25/02/2018;107.3123639
2018-02;132;3;5;4;3;1;0;0;25/02/2018;68.67573205
2018-02;321;2;1;2;5;1;0;0;25/02/2018;76.5281147
2018-02;86;1;1;4;2;1;0;0;25/02/2018;47.92462791
2018-02;67;3;5;2;10;0;0;1;25/02/2018;149.2248732
2018-02;4;1;4;2;9;0;0;1;25/02/2018;128.2208515
2018-02;6;3;5;4;4;1;0;0;25/02/2018;79.10430984
2018-02;373;3;5;1;10;0;0;1;25/02/2018;134.5837046
2018-02;427;2;1;2;9;0;0;1;25/02/2018;150.2088666
2018-02;318;3;5;1;9;0;0;1;25/02/2018;153.7416477
2018-02;275;3;5;2;7;0;1;0;25/02/2018;95.8289432
2018-02;47;2;1;1;9;0;0;1;25/02/2018;118.2093494
2018-02;192;1;2;2;9;0;0;1;25/02/2018;104.6539648
2018-02;194;1;3;1;10;0;0;1;25/02/2018;152.0496071
2018-02;243;2;1;2;10;0;0;1;25/02/2018;145.8535976
2018-02;263;2;1;1;7;0;1;0;25/02/2018;91.97777691
2018-02;295;3;5;1;7;0;1;0;25/02/2018;96.57587026
